species	interaction_name	interaction_name_2	ligand	receptor	pathway_name	annotation	version
human	Glutamate-Glu-SLC1A1_GLS_GRIK3_GRIK4	Glu-(SLC1A1+GLS) - (GRIK3+GRIK4)	Glu-SLC1A1_GLS	GRIK3_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRIK3_GRIK5	Glu-(SLC1A1+GLS) - (GRIK3+GRIK5)	Glu-SLC1A1_GLS	GRIK3_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2A	Glu-(SLC1A1+GLS) - (GRIN1+GRIN2A)	Glu-SLC1A1_GLS	GRIN1_GRIN2A	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2B	Glu-(SLC1A1+GLS) - (GRIN1+GRIN2B)	Glu-SLC1A1_GLS	GRIN1_GRIN2B	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2C	Glu-(SLC1A1+GLS) - (GRIN1+GRIN2C)	Glu-SLC1A1_GLS	GRIN1_GRIN2C	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRIN1_GRIN2D	Glu-(SLC1A1+GLS) - (GRIN1+GRIN2D)	Glu-SLC1A1_GLS	GRIN1_GRIN2D	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM1	Glu-(SLC1A1+GLS) - GRM1	Glu-SLC1A1_GLS	GRM1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM2	Glu-(SLC1A1+GLS) - GRM2	Glu-SLC1A1_GLS	GRM2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM3	Glu-(SLC1A1+GLS) - GRM3	Glu-SLC1A1_GLS	GRM3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM4	Glu-(SLC1A1+GLS) - GRM4	Glu-SLC1A1_GLS	GRM4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM5	Glu-(SLC1A1+GLS) - GRM5	Glu-SLC1A1_GLS	GRM5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM6	Glu-(SLC1A1+GLS) - GRM6	Glu-SLC1A1_GLS	GRM6	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM7	Glu-(SLC1A1+GLS) - GRM7	Glu-SLC1A1_GLS	GRM7	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS_GRM8	Glu-(SLC1A1+GLS) - GRM8	Glu-SLC1A1_GLS	GRM8	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIA1	Glu-(SLC1A1+GLS2) - GRIA1	Glu-SLC1A1_GLS2	GRIA1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIA2	Glu-(SLC1A1+GLS2) - GRIA2	Glu-SLC1A1_GLS2	GRIA2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIA3	Glu-(SLC1A1+GLS2) - GRIA3	Glu-SLC1A1_GLS2	GRIA3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIA4	Glu-(SLC1A1+GLS2) - GRIA4	Glu-SLC1A1_GLS2	GRIA4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK1	Glu-(SLC1A1+GLS2) - GRIK1	Glu-SLC1A1_GLS2	GRIK1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK1_GRIK4	Glu-(SLC1A1+GLS2) - (GRIK1+GRIK4)	Glu-SLC1A1_GLS2	GRIK1_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK1_GRIK5	Glu-(SLC1A1+GLS2) - (GRIK1+GRIK5)	Glu-SLC1A1_GLS2	GRIK1_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK2	Glu-(SLC1A1+GLS2) - GRIK2	Glu-SLC1A1_GLS2	GRIK2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK2_GRIK4	Glu-(SLC1A1+GLS2) - (GRIK2+GRIK4)	Glu-SLC1A1_GLS2	GRIK2_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK2_GRIK5	Glu-(SLC1A1+GLS2) - (GRIK2+GRIK5)	Glu-SLC1A1_GLS2	GRIK2_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK3	Glu-(SLC1A1+GLS2) - GRIK3	Glu-SLC1A1_GLS2	GRIK3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK3_GRIK4	Glu-(SLC1A1+GLS2) - (GRIK3+GRIK4)	Glu-SLC1A1_GLS2	GRIK3_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIK3_GRIK5	Glu-(SLC1A1+GLS2) - (GRIK3+GRIK5)	Glu-SLC1A1_GLS2	GRIK3_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIN1_GRIN2A	Glu-(SLC1A1+GLS2) - (GRIN1+GRIN2A)	Glu-SLC1A1_GLS2	GRIN1_GRIN2A	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIN1_GRIN2B	Glu-(SLC1A1+GLS2) - (GRIN1+GRIN2B)	Glu-SLC1A1_GLS2	GRIN1_GRIN2B	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIN1_GRIN2C	Glu-(SLC1A1+GLS2) - (GRIN1+GRIN2C)	Glu-SLC1A1_GLS2	GRIN1_GRIN2C	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRIN1_GRIN2D	Glu-(SLC1A1+GLS2) - (GRIN1+GRIN2D)	Glu-SLC1A1_GLS2	GRIN1_GRIN2D	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM1	Glu-(SLC1A1+GLS2) - GRM1	Glu-SLC1A1_GLS2	GRM1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM2	Glu-(SLC1A1+GLS2) - GRM2	Glu-SLC1A1_GLS2	GRM2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM3	Glu-(SLC1A1+GLS2) - GRM3	Glu-SLC1A1_GLS2	GRM3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM4	Glu-(SLC1A1+GLS2) - GRM4	Glu-SLC1A1_GLS2	GRM4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM5	Glu-(SLC1A1+GLS2) - GRM5	Glu-SLC1A1_GLS2	GRM5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM6	Glu-(SLC1A1+GLS2) - GRM6	Glu-SLC1A1_GLS2	GRM6	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM7	Glu-(SLC1A1+GLS2) - GRM7	Glu-SLC1A1_GLS2	GRM7	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A1_GLS2_GRM8	Glu-(SLC1A1+GLS2) - GRM8	Glu-SLC1A1_GLS2	GRM8	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIA1	Glu-(SLC1A2+GLS) - GRIA1	Glu-SLC1A2_GLS	GRIA1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIA2	Glu-(SLC1A2+GLS) - GRIA2	Glu-SLC1A2_GLS	GRIA2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIA3	Glu-(SLC1A2+GLS) - GRIA3	Glu-SLC1A2_GLS	GRIA3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIA4	Glu-(SLC1A2+GLS) - GRIA4	Glu-SLC1A2_GLS	GRIA4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK1	Glu-(SLC1A2+GLS) - GRIK1	Glu-SLC1A2_GLS	GRIK1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK1_GRIK4	Glu-(SLC1A2+GLS) - (GRIK1+GRIK4)	Glu-SLC1A2_GLS	GRIK1_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK1_GRIK5	Glu-(SLC1A2+GLS) - (GRIK1+GRIK5)	Glu-SLC1A2_GLS	GRIK1_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK2	Glu-(SLC1A2+GLS) - GRIK2	Glu-SLC1A2_GLS	GRIK2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK2_GRIK4	Glu-(SLC1A2+GLS) - (GRIK2+GRIK4)	Glu-SLC1A2_GLS	GRIK2_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK2_GRIK5	Glu-(SLC1A2+GLS) - (GRIK2+GRIK5)	Glu-SLC1A2_GLS	GRIK2_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK3	Glu-(SLC1A2+GLS) - GRIK3	Glu-SLC1A2_GLS	GRIK3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK3_GRIK4	Glu-(SLC1A2+GLS) - (GRIK3+GRIK4)	Glu-SLC1A2_GLS	GRIK3_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIK3_GRIK5	Glu-(SLC1A2+GLS) - (GRIK3+GRIK5)	Glu-SLC1A2_GLS	GRIK3_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2A	Glu-(SLC1A2+GLS) - (GRIN1+GRIN2A)	Glu-SLC1A2_GLS	GRIN1_GRIN2A	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2B	Glu-(SLC1A2+GLS) - (GRIN1+GRIN2B)	Glu-SLC1A2_GLS	GRIN1_GRIN2B	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2C	Glu-(SLC1A2+GLS) - (GRIN1+GRIN2C)	Glu-SLC1A2_GLS	GRIN1_GRIN2C	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRIN1_GRIN2D	Glu-(SLC1A2+GLS) - (GRIN1+GRIN2D)	Glu-SLC1A2_GLS	GRIN1_GRIN2D	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM1	Glu-(SLC1A2+GLS) - GRM1	Glu-SLC1A2_GLS	GRM1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM2	Glu-(SLC1A2+GLS) - GRM2	Glu-SLC1A2_GLS	GRM2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM3	Glu-(SLC1A2+GLS) - GRM3	Glu-SLC1A2_GLS	GRM3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM4	Glu-(SLC1A2+GLS) - GRM4	Glu-SLC1A2_GLS	GRM4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM5	Glu-(SLC1A2+GLS) - GRM5	Glu-SLC1A2_GLS	GRM5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM6	Glu-(SLC1A2+GLS) - GRM6	Glu-SLC1A2_GLS	GRM6	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM7	Glu-(SLC1A2+GLS) - GRM7	Glu-SLC1A2_GLS	GRM7	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS_GRM8	Glu-(SLC1A2+GLS) - GRM8	Glu-SLC1A2_GLS	GRM8	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIA1	Glu-(SLC1A2+GLS2) - GRIA1	Glu-SLC1A2_GLS2	GRIA1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIA2	Glu-(SLC1A2+GLS2) - GRIA2	Glu-SLC1A2_GLS2	GRIA2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIA3	Glu-(SLC1A2+GLS2) - GRIA3	Glu-SLC1A2_GLS2	GRIA3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIA4	Glu-(SLC1A2+GLS2) - GRIA4	Glu-SLC1A2_GLS2	GRIA4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK1	Glu-(SLC1A2+GLS2) - GRIK1	Glu-SLC1A2_GLS2	GRIK1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK1_GRIK4	Glu-(SLC1A2+GLS2) - (GRIK1+GRIK4)	Glu-SLC1A2_GLS2	GRIK1_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK1_GRIK5	Glu-(SLC1A2+GLS2) - (GRIK1+GRIK5)	Glu-SLC1A2_GLS2	GRIK1_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK2	Glu-(SLC1A2+GLS2) - GRIK2	Glu-SLC1A2_GLS2	GRIK2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK2_GRIK4	Glu-(SLC1A2+GLS2) - (GRIK2+GRIK4)	Glu-SLC1A2_GLS2	GRIK2_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK2_GRIK5	Glu-(SLC1A2+GLS2) - (GRIK2+GRIK5)	Glu-SLC1A2_GLS2	GRIK2_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK3	Glu-(SLC1A2+GLS2) - GRIK3	Glu-SLC1A2_GLS2	GRIK3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK3_GRIK4	Glu-(SLC1A2+GLS2) - (GRIK3+GRIK4)	Glu-SLC1A2_GLS2	GRIK3_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIK3_GRIK5	Glu-(SLC1A2+GLS2) - (GRIK3+GRIK5)	Glu-SLC1A2_GLS2	GRIK3_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIN1_GRIN2A	Glu-(SLC1A2+GLS2) - (GRIN1+GRIN2A)	Glu-SLC1A2_GLS2	GRIN1_GRIN2A	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIN1_GRIN2B	Glu-(SLC1A2+GLS2) - (GRIN1+GRIN2B)	Glu-SLC1A2_GLS2	GRIN1_GRIN2B	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIN1_GRIN2C	Glu-(SLC1A2+GLS2) - (GRIN1+GRIN2C)	Glu-SLC1A2_GLS2	GRIN1_GRIN2C	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRIN1_GRIN2D	Glu-(SLC1A2+GLS2) - (GRIN1+GRIN2D)	Glu-SLC1A2_GLS2	GRIN1_GRIN2D	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM1	Glu-(SLC1A2+GLS2) - GRM1	Glu-SLC1A2_GLS2	GRM1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM2	Glu-(SLC1A2+GLS2) - GRM2	Glu-SLC1A2_GLS2	GRM2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM3	Glu-(SLC1A2+GLS2) - GRM3	Glu-SLC1A2_GLS2	GRM3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM4	Glu-(SLC1A2+GLS2) - GRM4	Glu-SLC1A2_GLS2	GRM4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM5	Glu-(SLC1A2+GLS2) - GRM5	Glu-SLC1A2_GLS2	GRM5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM6	Glu-(SLC1A2+GLS2) - GRM6	Glu-SLC1A2_GLS2	GRM6	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM7	Glu-(SLC1A2+GLS2) - GRM7	Glu-SLC1A2_GLS2	GRM7	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A2_GLS2_GRM8	Glu-(SLC1A2+GLS2) - GRM8	Glu-SLC1A2_GLS2	GRM8	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIA1	Glu-(SLC1A3+GLS) - GRIA1	Glu-SLC1A3_GLS	GRIA1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIA2	Glu-(SLC1A3+GLS) - GRIA2	Glu-SLC1A3_GLS	GRIA2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIA3	Glu-(SLC1A3+GLS) - GRIA3	Glu-SLC1A3_GLS	GRIA3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIA4	Glu-(SLC1A3+GLS) - GRIA4	Glu-SLC1A3_GLS	GRIA4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK1	Glu-(SLC1A3+GLS) - GRIK1	Glu-SLC1A3_GLS	GRIK1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK1_GRIK4	Glu-(SLC1A3+GLS) - (GRIK1+GRIK4)	Glu-SLC1A3_GLS	GRIK1_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK1_GRIK5	Glu-(SLC1A3+GLS) - (GRIK1+GRIK5)	Glu-SLC1A3_GLS	GRIK1_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK2	Glu-(SLC1A3+GLS) - GRIK2	Glu-SLC1A3_GLS	GRIK2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK2_GRIK4	Glu-(SLC1A3+GLS) - (GRIK2+GRIK4)	Glu-SLC1A3_GLS	GRIK2_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK2_GRIK5	Glu-(SLC1A3+GLS) - (GRIK2+GRIK5)	Glu-SLC1A3_GLS	GRIK2_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK3	Glu-(SLC1A3+GLS) - GRIK3	Glu-SLC1A3_GLS	GRIK3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK3_GRIK4	Glu-(SLC1A3+GLS) - (GRIK3+GRIK4)	Glu-SLC1A3_GLS	GRIK3_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIK3_GRIK5	Glu-(SLC1A3+GLS) - (GRIK3+GRIK5)	Glu-SLC1A3_GLS	GRIK3_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIN1_GRIN2A	Glu-(SLC1A3+GLS) - (GRIN1+GRIN2A)	Glu-SLC1A3_GLS	GRIN1_GRIN2A	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIN1_GRIN2B	Glu-(SLC1A3+GLS) - (GRIN1+GRIN2B)	Glu-SLC1A3_GLS	GRIN1_GRIN2B	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIN1_GRIN2C	Glu-(SLC1A3+GLS) - (GRIN1+GRIN2C)	Glu-SLC1A3_GLS	GRIN1_GRIN2C	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRIN1_GRIN2D	Glu-(SLC1A3+GLS) - (GRIN1+GRIN2D)	Glu-SLC1A3_GLS	GRIN1_GRIN2D	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM1	Glu-(SLC1A3+GLS) - GRM1	Glu-SLC1A3_GLS	GRM1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM2	Glu-(SLC1A3+GLS) - GRM2	Glu-SLC1A3_GLS	GRM2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM3	Glu-(SLC1A3+GLS) - GRM3	Glu-SLC1A3_GLS	GRM3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM4	Glu-(SLC1A3+GLS) - GRM4	Glu-SLC1A3_GLS	GRM4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM5	Glu-(SLC1A3+GLS) - GRM5	Glu-SLC1A3_GLS	GRM5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM6	Glu-(SLC1A3+GLS) - GRM6	Glu-SLC1A3_GLS	GRM6	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM7	Glu-(SLC1A3+GLS) - GRM7	Glu-SLC1A3_GLS	GRM7	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS_GRM8	Glu-(SLC1A3+GLS) - GRM8	Glu-SLC1A3_GLS	GRM8	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIA1	Glu-(SLC1A3+GLS2) - GRIA1	Glu-SLC1A3_GLS2	GRIA1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIA2	Glu-(SLC1A3+GLS2) - GRIA2	Glu-SLC1A3_GLS2	GRIA2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIA3	Glu-(SLC1A3+GLS2) - GRIA3	Glu-SLC1A3_GLS2	GRIA3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIA4	Glu-(SLC1A3+GLS2) - GRIA4	Glu-SLC1A3_GLS2	GRIA4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK1	Glu-(SLC1A3+GLS2) - GRIK1	Glu-SLC1A3_GLS2	GRIK1	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK1_GRIK4	Glu-(SLC1A3+GLS2) - (GRIK1+GRIK4)	Glu-SLC1A3_GLS2	GRIK1_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK1_GRIK5	Glu-(SLC1A3+GLS2) - (GRIK1+GRIK5)	Glu-SLC1A3_GLS2	GRIK1_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK2	Glu-(SLC1A3+GLS2) - GRIK2	Glu-SLC1A3_GLS2	GRIK2	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK2_GRIK4	Glu-(SLC1A3+GLS2) - (GRIK2+GRIK4)	Glu-SLC1A3_GLS2	GRIK2_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK2_GRIK5	Glu-(SLC1A3+GLS2) - (GRIK2+GRIK5)	Glu-SLC1A3_GLS2	GRIK2_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK3	Glu-(SLC1A3+GLS2) - GRIK3	Glu-SLC1A3_GLS2	GRIK3	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK3_GRIK4	Glu-(SLC1A3+GLS2) - (GRIK3+GRIK4)	Glu-SLC1A3_GLS2	GRIK3_GRIK4	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIK3_GRIK5	Glu-(SLC1A3+GLS2) - (GRIK3+GRIK5)	Glu-SLC1A3_GLS2	GRIK3_GRIK5	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIN1_GRIN2A	Glu-(SLC1A3+GLS2) - (GRIN1+GRIN2A)	Glu-SLC1A3_GLS2	GRIN1_GRIN2A	Glutamate	Non-protein Signaling	CellChatDB v2
human	Glutamate-Glu-SLC1A3_GLS2_GRIN1_GRIN2B	Glu-(SLC1A3+GLS2) - (GRIN1+GRIN2B)	Glu-SLC1A3_GLS2	GRIN1_GRIN2B	Glutamate	Non-protein Signaling	CellChatDB v2
